status,run_name,quasi_identifiers,n_qi,insensitive_attributes_chosen,n_insensitive_chosen,attacker_knowledge,n_generalized_known_attrs,visible_levels,avg_stage1_equivalence_class_size,median_stage1_equivalence_class_size,avg_stage2_equivalence_class_size,median_stage2_equivalence_class_size,n_targets,linkage_summary_path,runtime_config_path,anonymized_path,anonymized_eval_path,auxiliary_path
success,adult_linkage_phase_curve__025,age|marital-status|race|relationship|workclass,5,capital-gain|capital-loss|education|hours-per-week|native-country|occupation|sex,7,age|marital-status|race|relationship|workclass|capital-gain|capital-loss|education|hours-per-week|native-country|occupation|sex,3,age:3|marital-status:0|race:2|relationship:1|workclass:0|capital-gain:0|capital-loss:0|education:0|hours-per-week:0|native-country:0|occupation:0|sex:0,4089.07483,5045.0,9.972789,2.0,294,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__025__known_age-marital-status-race-relationship-workclass-capital-gain-capital-loss-education-hours-per-week-native-country-occupation-sex__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__025.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__025.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__025.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__025__aux.csv
success,adult_linkage_phase_curve__026,age|race|relationship|sex|workclass,5,capital-gain|hours-per-week|native-country,3,age|race|relationship|sex|workclass|capital-gain|hours-per-week|native-country,3,age:3|race:2|relationship:0|sex:0|workclass:1|capital-gain:0|hours-per-week:0|native-country:0,5353.658863,6365.0,199.354515,31.0,299,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__026__known_age-race-relationship-sex-workclass-capital-gain-hours-per-week-native-country__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__026.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__026.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__026.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__026__aux.csv
success,adult_linkage_phase_curve__027,education|marital-status|native-country|race|relationship,5,age|occupation|workclass,3,education|marital-status|native-country|race|relationship|age|occupation|workclass,4,education:1|marital-status:0|native-country:1|race:2|relationship:1|age:0|occupation:0|workclass:0,1812.254181,1601.0,6.615385,2.0,299,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__027__known_education-marital-status-native-country-race-relationship-age-occupation-workclass__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__027.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__027.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__027.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__027__aux.csv
success,adult_linkage_phase_curve__028,education|occupation|race|relationship|sex,5,age|hours-per-week|native-country|workclass,4,education|occupation|race|relationship|sex|age|hours-per-week|native-country|workclass,3,education:1|occupation:1|race:0|relationship:2|sex:0|age:0|hours-per-week:0|native-country:0|workclass:0,1025.136213,801.0,2.946844,1.0,301,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__028__known_education-occupation-race-relationship-sex-age-hours-per-week-native-country-workclass__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__028.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__028.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__028.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__028__aux.csv
success,adult_linkage_phase_curve__029,education|occupation|race|sex|workclass,5,age|capital-gain|hours-per-week|native-country,4,education|occupation|race|sex|workclass|age|capital-gain|hours-per-week|native-country,4,education:1|occupation:1|race:2|sex:0|workclass:1|age:0|capital-gain:0|hours-per-week:0|native-country:0,746.119355,439.0,3.932258,1.0,310,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__029__known_education-occupation-race-sex-workclass-age-capital-gain-hours-per-week-native-country__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__029.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__029.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__029.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__029__aux.csv
success,adult_linkage_phase_curve__030,education|occupation|relationship|sex|workclass,5,age|capital-loss|marital-status|native-country|race,5,education|occupation|relationship|sex|workclass|age|capital-loss|marital-status|native-country|race,4,education:1|occupation:1|relationship:2|sex:0|workclass:1|age:0|capital-loss:0|marital-status:0|native-country:0|race:0,574.68932,427.0,7.187702,2.0,309,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__030__known_education-occupation-relationship-sex-workclass-age-capital-loss-marital-status-native-country-race__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__030.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__030.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__030.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__030__aux.csv
success,adult_linkage_phase_curve__031,marital-status|native-country|occupation|relationship|sex,5,age|capital-loss|education|hours-per-week|workclass,5,marital-status|native-country|occupation|relationship|sex|age|capital-loss|education|hours-per-week|workclass,3,marital-status:1|native-country:1|occupation:1|relationship:0|sex:0|age:0|capital-loss:0|education:0|hours-per-week:0|workclass:0,2261.766102,2151.0,2.962712,1.0,295,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__031__known_marital-status-native-country-occupation-relationship-sex-age-capital-loss-education-hours-per-week-workclass__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__031.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__031.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__031.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__031__aux.csv
success,adult_linkage_phase_curve__032,age|education|occupation|workclass,4,capital-loss|marital-status|native-country|race|relationship,5,age|education|occupation|workclass|capital-loss|marital-status|native-country|race|relationship,4,age:2|education:1|occupation:1|workclass:1|capital-loss:0|marital-status:0|native-country:0|race:0|relationship:0,285.921769,199.0,61.384354,18.0,294,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__032__known_age-education-occupation-workclass-capital-loss-marital-status-native-country-race-relationship__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__032.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__032.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__032.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__032__aux.csv
success,adult_linkage_phase_curve__033,race|relationship|sex|workclass,4,education,1,race|relationship|sex|workclass|education,0,race:0|relationship:0|sex:0|workclass:0|education:0,31086.0,31086.0,554.009646,198.0,311,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__033__known_race-relationship-sex-workclass-education__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__033.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__033.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__033.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__033__aux.csv
success,adult_linkage_phase_curve__034,age|education|sex,3,capital-gain|capital-loss|hours-per-week|race|relationship|workclass,6,age|education|sex|capital-gain|capital-loss|hours-per-week|race|relationship|workclass,2,age:1|education:1|sex:0|capital-gain:0|capital-loss:0|hours-per-week:0|race:0|relationship:0|workclass:0,766.460526,820.0,25.398026,3.0,304,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__034__known_age-education-sex-capital-gain-capital-loss-hours-per-week-race-relationship-workclass__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__034.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__034.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__034.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__034__aux.csv
success,adult_linkage_phase_curve__035,age|education|sex,3,capital-gain|capital-loss|marital-status|native-country|occupation|race|relationship,7,age|education|sex|capital-gain|capital-loss|marital-status|native-country|occupation|race|relationship,2,age:1|education:1|sex:0|capital-gain:0|capital-loss:0|marital-status:0|native-country:0|occupation:0|race:0|relationship:0,766.460526,820.0,16.552632,4.0,304,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__035__known_age-education-sex-capital-gain-capital-loss-marital-status-native-country-occupation-race-relationship__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__035.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__035.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__035.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__035__aux.csv
success,adult_linkage_phase_curve__036,age|native-country|relationship,3,,0,age|native-country|relationship,2,age:1|native-country:1|relationship:0,2814.570946,3348.0,949.746622,980.0,296,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__036__known_age-native-country-relationship__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__036.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__036.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__036.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__036__aux.csv
success,adult_linkage_phase_curve__037,age|native-country|sex,3,capital-loss|education|hours-per-week|marital-status|occupation|race|relationship,7,age|native-country|sex|capital-loss|education|hours-per-week|marital-status|occupation|race|relationship,2,age:1|native-country:1|sex:0|capital-loss:0|education:0|hours-per-week:0|marital-status:0|occupation:0|race:0|relationship:0,2817.289308,3491.0,5.433962,1.0,318,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__037__known_age-native-country-sex-capital-loss-education-hours-per-week-marital-status-occupation-race-relationship__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__037.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__037.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__037.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__037__aux.csv
success,adult_linkage_phase_curve__038,education|native-country|workclass,3,age|capital-gain|capital-loss|hours-per-week|occupation|relationship,6,education|native-country|workclass|age|capital-gain|capital-loss|hours-per-week|occupation|relationship,1,education:0|native-country:1|workclass:0|age:0|capital-gain:0|capital-loss:0|hours-per-week:0|occupation:0|relationship:0,26772.515924,29058.0,2.006369,1.0,314,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__038__known_education-native-country-workclass-age-capital-gain-capital-loss-hours-per-week-occupation-relationship__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__038.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__038.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__038.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__038__aux.csv
success,adult_linkage_phase_curve__039,education|occupation|race,3,sex,1,education|occupation|race|sex,1,education:1|occupation:0|race:0|sex:0,6718.066879,7177.0,472.570064,340.5,314,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__039__known_education-occupation-race-sex__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__039.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__039.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__039.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__039__aux.csv
success,adult_linkage_phase_curve__040,marital-status|native-country|sex,3,age|capital-gain|capital-loss|education|hours-per-week|occupation|race|relationship|workclass,9,marital-status|native-country|sex|age|capital-gain|capital-loss|education|hours-per-week|occupation|race|relationship|workclass,1,marital-status:0|native-country:1|sex:0|age:0|capital-gain:0|capital-loss:0|education:0|hours-per-week:0|occupation:0|race:0|relationship:0|workclass:0,26122.238245,29291.0,1.598746,1.0,319,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__040__known_marital-status-native-country-sex-age-capital-gain-capital-loss-education-hours-per-week-occupation-race-relationship-workclass__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__040.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__040.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__040.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__040__aux.csv
success,adult_linkage_phase_curve__041,marital-status|relationship|sex,3,age|capital-loss|education|occupation|race|workclass,6,marital-status|relationship|sex|age|capital-loss|education|occupation|race|workclass,0,marital-status:0|relationship:0|sex:0|age:0|capital-loss:0|education:0|occupation:0|race:0|workclass:0,32365.0,32365.0,4.16358,2.0,324,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__041__known_marital-status-relationship-sex-age-capital-loss-education-occupation-race-workclass__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__041.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__041.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__041.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__041__aux.csv
success,adult_linkage_phase_curve__042,native-country|sex|workclass,3,age|capital-gain|capital-loss|education|hours-per-week|marital-status|race|relationship,8,native-country|sex|workclass|age|capital-gain|capital-loss|education|hours-per-week|marital-status|race|relationship,1,native-country:1|sex:0|workclass:0|age:0|capital-gain:0|capital-loss:0|education:0|hours-per-week:0|marital-status:0|race:0|relationship:0,26244.278638,29271.0,3.597523,1.0,323,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__042__known_native-country-sex-workclass-age-capital-gain-capital-loss-education-hours-per-week-marital-status-race-relationship__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__042.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__042.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__042.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__042__aux.csv
success,adult_linkage_phase_curve__043,occupation|relationship|workclass,3,,0,occupation|relationship|workclass,0,occupation:0|relationship:0|workclass:0,30556.0,30556.0,546.078431,399.0,306,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__043__known_occupation-relationship-workclass__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__043.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__043.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__043.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__043__aux.csv
success,adult_linkage_phase_curve__044,occupation|sex|workclass,3,capital-loss|education|marital-status,3,occupation|sex|workclass|capital-loss|education|marital-status,0,occupation:0|sex:0|workclass:0|capital-loss:0|education:0|marital-status:0,32436.0,32436.0,115.490741,52.0,324,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__044__known_occupation-sex-workclass-capital-loss-education-marital-status__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__044.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__044.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__044.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__044__aux.csv
success,adult_linkage_phase_curve__045,education|occupation,2,relationship,1,education|occupation|relationship,0,education:0|occupation:0|relationship:0,31856.0,31856.0,243.376176,170.0,319,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__045__known_education-occupation-relationship__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__045.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__045.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__045.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__045__aux.csv
success,adult_linkage_phase_curve__046,marital-status|occupation,2,native-country,1,marital-status|occupation|native-country,0,marital-status:0|occupation:0|native-country:0,32216.0,32216.0,979.767081,772.0,322,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__046__known_marital-status-occupation-native-country__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__046.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__046.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__046.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__046__aux.csv
success,adult_linkage_phase_curve__047,marital-status|sex,2,age|hours-per-week|occupation,3,marital-status|sex|age|hours-per-week|occupation,0,marital-status:0|sex:0|age:0|hours-per-week:0|occupation:0,32561.0,32561.0,8.662577,3.0,326,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__047__known_marital-status-sex-age-hours-per-week-occupation__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__047.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__047.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__047.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__047__aux.csv
success,adult_linkage_phase_curve__048,native-country|relationship,2,age|capital-gain|capital-loss|education|hours-per-week|occupation|race|workclass,8,native-country|relationship|age|capital-gain|capital-loss|education|hours-per-week|occupation|race|workclass,1,native-country:1|relationship:0|age:0|capital-gain:0|capital-loss:0|education:0|hours-per-week:0|occupation:0|race:0|workclass:0,27072.725309,29291.0,1.830247,1.0,324,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__048__known_native-country-relationship-age-capital-gain-capital-loss-education-hours-per-week-occupation-race-workclass__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__048.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__048.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__048.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__048__aux.csv
success,adult_linkage_phase_curve__049,occupation|sex,2,capital-gain|marital-status|race|relationship|workclass,5,occupation|sex|capital-gain|marital-status|race|relationship|workclass,0,occupation:0|sex:0|capital-gain:0|marital-status:0|race:0|relationship:0|workclass:0,32553.0,32553.0,290.392638,112.0,326,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\attacks\linkage\adult_linkage_phase_curve__049__known_occupation-sex-capital-gain-marital-status-race-relationship-workclass__targets_all__seed_42\summary.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\configs\adult_linkage_phase_curve__049.json,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized\adult_linkage_phase_curve__049.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\anonymized_eval\adult_linkage_phase_curve__049.csv,C:\Users\Louis\TER\TER_v2\ter_benchmark_starter_branch_14_04\outputs\linkage_phase_curve\auxiliary\adult_linkage_phase_curve__049__aux.csv
